1,芝,1200,前走4角通過順が1番手,馬齢が3歳以上,性別が牝馬
2,芝,1200～1400,騎手が西村敦也,馬齢が4歳以下,性別が牡馬・セン
3,芝,1400,前走4角通過順が1番手,前走条件が同距離,馬齢が4歳以下
4,芝,1600～1800,騎手が西村敦也,頭数が14頭立て以下,馬齢が5歳以下
5,芝,1600～2200,騎手が西村敦也,前走4角通過順が10番手以内,前走着順が8着以内
6,芝,1600,馬番が14~18番,前走馬体重が450kg以上,馬齢が4歳以下
7,芝,2000,前走上がり4位以内,前走条件が右回り,枠番が4~8
8,芝,1800,父がグラスワンダー系,前走着順が12着以内,前走4角通過順が2番手以内
9,芝,2200,騎手が川田将雅,所属が関西馬,父がディープインパクト系以外
10,芝,2400～3000,前走上がり2位以内,前走頭数が同頭数以上,馬齢が5歳以下
11,ダート,1200,父がドレフォン,前走着順が4着以下,間隔が中8週以内
12,ダート,1200~1900,父がヘニーヒューズ,前走4角通過順が10番手以内,枠番が1~7枠
13,ダート,1800,父がエーピーインディ系種牡馬,馬齢が4歳以下,前走着順が9着以内
14,ダート,1400,騎手が坂井瑠星,馬番が1~9番以内,性別が牡馬・セン
15,ダート,1400~1800,騎手が高杉吏麒,前走条件がダート,頭数が13頭以上
16,ダート,1800,父がシニスターミニスター,馬齢が4歳以下,枠番が1~7枠
19,ダート,1800~1900,騎手が鮫島克駿,前走馬体重が480kg以上,前走着順が8着以内
20,ダート,1800~1900,騎手が田口貫太,前走4角通過順が2番手以内,前走馬体重が450kg以上
