1,芝,1200~1800,前走条件が同距離超,前走着順が8着以内,前走馬体重が480kg以内
2,芝,1200内,父がストームキャット系,枠番が1~6枠,馬齢が4歳以下
3,芝,1400内,父がディープインパクト系,枠番が1~3枠,前走の着順が9着以内
4,芝,1400~1600,父がハービンジャー,馬齢が4歳以下,調教師の所属が栗東
5,芝,1600,枠番が最内枠,前走上がり2位以内,前走の出走頭数が11頭以内
6,芝,1600~1800,騎手が岩田望来,前走馬体重が480kg以上,出走頭数が9頭以上
7,芝,1800外,父がグラスワンダー系,性別が牡馬・セン,前走着順が13着以内
8,芝,1800外,父がロベルト系,前走着順が10着以内,調教師の所属が栗東
9,芝,2000内,父がキズナ,馬番が1~9番,前走の着順が8着以内
10,芝,2000内,父がキズナ,馬番が1~7番,出走頭数が12頭以内
11,芝,2000内,父がダンジグ系,性別が牡馬・セン,前走着順が11着以内
12,芝,2000内,父がダンジグ系,前走着順が9着以内,馬番が1~10番
13,芝,2400外,前走条件が同コース,間隔が中5週以内,出走頭数が13頭以内
14,芝,2400~3200,父がキズナ,性別が牡馬・セン,馬齢が5歳以下
15,ダート,1200～1400,前走条件が東京ダート1600,前走着順が7着以内,父がキングカメハメハ系以外の種牡馬
16,ダート,1200,前走条件が新潟1200,所属が関西馬,性別が牡馬・セン
17,ダート,1400,父がシニスターミニスター,枠番が5~8枠,馬齢が4歳以下
18,ダート,1400~1800,父がシニスターミニスター,馬番が3~16番,所属が関西馬
19,ダート,1400~1800,父がドレフォン,前走上がり4位以内,前走距離が今回以上
20,ダート,1400~1800,騎手が藤岡祐介,前走着順が10着以内,所属が関西馬
21,ダート,1800~2000,騎手が松山弘平,前走着順が5着以内,馬番が3~16番
22,ダート,1800~2000,父がキズナ,前走条件が別競馬場,前走着順が14着以内
23,ダート,1800~2000,騎手が武豊,馬齢が3歳以下,性別が牡馬・セン
24,ダート,1800~2000,騎手がM.デムーロ,馬齢が3歳以下,馬番が3~16番
25,ダート,1800~2000,騎手が横山典弘,馬番が1~10番,出走頭数が9頭以上
26,ダート,1800,父がキズナ,馬齢が3歳以下,前走馬体重が480kg以上
27,ダート,2000,騎手が松山弘平,前走馬体重が520kg以内,出走頭数が11頭以上
28,ダート,2000,前走条件が同距離超,前走着順が8着以内,前走馬体重が480kg以内
29,芝,~1200,父がストームキャット系種牡馬,馬番が1~9番,馬齢が5歳以下
30,芝,1600~1800,騎手が岩田望来,前走距離が今回と同じ,前走コースが中央場所
31,芝,1800,騎手が岩田望来,コースが外回り,
32,ダート,1200,前走コースが京都ダ1400,前走との間隔が12週以内,前走の4コーナー通過順が7番手以内
33,ダート,1400,父がシニスターミニスター,出走頭数が15頭以下,馬の所属が関西
34,ダート,1800,父がシニスターミニスター,出走頭数が15頭以下,馬の所属が関西
35,ダート,1400~2000,馬齢が3歳以下,前走馬体重が480kg以上,父がキズナ
36,ダート,1800~2000,父がキズナ,馬齢が3歳以下,前走馬体重が480kg以上
37,ダート,2000,前走のコースが東京ダート2100,前走の着順が8着以内,
38,ダート,2000,前走の馬体重が490kg以上,,
39,芝,2000,父がキズナ,馬番が9番以内,前走着順が8着以内
40,芝,1800~2000,父がキズナ,馬番が1~9番,前走着順が8着以内
41,芝,1200,父がストームキャット系種牡馬,馬番が1～9番,馬齢が5歳以下
42,芝,1600～1800,騎手が岩田望来,前走のコースが今回と同じ距離,前走のコースが中央場所
43,ダート,1200,前走のコースが京都ダ1400m,前走との間隔が中12週以内,前走の4コーナー通過順が7番手以内
44,ダート,1400～1800,父がシニスターミニスター,出走頭数が15頭以下,調教師の所属が栗東
45,ダート,1800,父がキズナ,馬齢が3歳以下,
46,ダート,2000,前走のコースが東京ダ2100m,前走の着順が8着以内,前走の馬体重が490kg以上
