1,芝,1200,父がロードカナロア,前走着順が6着以内,斤量が減っていない
2,芝,1200,前走上がり2位以内,前走馬体重が460kg以上,前走条件が同距離
3,芝,1400,前走上がり1位,馬番が1~5番,馬齢が5歳以下
4,芝,1400,前走条件が新潟,前走着順が10着以内,前走の出走頭数が10頭以上
5,芝,1400～2200,騎手が藤岡祐介,父がサンデー系以外,枠番が2~8枠
6,芝,1600,父がディープインパクト系,馬齢が3歳以下,前走馬体重が450kg以上
7,芝,1600,前走条件が同コース,性別が牡馬・セン,前走条件が13頭立て以上
8,芝,1600,騎手が西村淳也,馬番が1~10番,所属が関西馬
9,芝,1600～2000,父がミッキーアイル,馬番が1~15番,馬齢が4歳以下
10,芝,1600～2000,騎手が池添謙一,馬番が1~9番,調教師の所属が栗東
11,芝,2000,父がミッキーアイル,頭数が15頭立て以上,斤量条件が57kg以内
12,芝,2000,騎手が川田将雅,頭数が14頭立て以上,所属が関西馬
13,芝,2000,騎手が幸英明,前走条件が同競馬場,間隔が中12週以内
14,ダート,1200,父がシニスターミニスター,所属が関西馬,性別が牡馬・セン
15,ダート,1200,騎手が坂井瑠星,前走着順が8着以内,間隔が中5週以内
16,ダート,1200,父がヘニーヒューズ,枠番が6~8枠,調教師の所属が栗東
17,ダート,1200,前走条件が中京ダート1400,前走4角通過順が4番手以内,性別が牡馬・セン
18,ダート,1200~1400,父がドレフォン,性別が牡馬・セン,馬番が1~13番
19,ダート,1200~1800,騎手が横山典弘,前走着順が8着以内,前走条件が同距離以上
20,ダート,1400~1900,騎手が高杉史麒,性別が牡馬・セン,調教師の所属が栗東
21,ダート,1400,父がルーラーシップ,馬齢が4歳以下,前走条件が同クラス以上
22,ダート,1800,騎手が鮫島克駿,性別が牡馬・セン,頭数が11頭立て以上
23,ダート,1800,騎手が松山弘平,馬齢が3歳以下,枠番が1~6枠
24,ダート,1800,前走条件が京都,前走上がり2位以内,前走頭数が同頭数以上
25,ダート,1800~1900,父がキズナ,前走条件が右回り,性別が牡馬・セン
26,ダート,1900,父がストームキャット系,前走4角通過順が8番手以内,性別が牡馬・セン
