1,芝,1200~1600,父がディープインパクト系,間隔が中2週以内,馬齢が4歳以下
2,芝,1200,前走4角通過順が2番手以内,性別が牡馬・セン,前走頭数が同頭数以上
3,芝,1600外,騎手が津村明秀,馬齢が5歳以下,父がロベルト系
4,芝,1200~1600,父がキズナ,前走着順が9着以内,前走場所が中央場所
5,芝,1600～1800,父がシルバーステート,枠番が1~7枠,調教師の所属が美浦
6,芝,1600,父がシルバーステート,負担重量が負担重量軽量無し,所属が関東馬
7,芝,1600～1800,父がディープインパクト系,前走上がり順位が3位以内,頭数が13頭立て以上
8,芝,1600,騎手が戸崎圭太,前走上がり順位が5位以内,馬番が1～12番
9,芝,1800,父がキズナ,前走着順が6着以内,馬齢が5歳以下
10,芝,2000,騎手が津村明秀,前走着順が10着以内,間隔が中4週以内
11,芝,2000~2200,騎手が田辺裕信,馬齢が3歳以上,所属が関東馬
12,芝,2000~2200,父がリアルスティール,馬番が1~13番,頭数が11頭立て以上
13,芝,2000~2500,父がモーリス,間隔が中5週以内,頭数が17頭以下
14,芝,2200外,父がディープインパクト系,馬齢が4歳以下,枠番が1~7枠
15,芝,2200外,父がディープインパクト系,前走距離が2000m,馬齢が4歳以下
16,芝,2500,前走上がり順位が1位,前走着順が2着以内,前走距離が3000m以下
17,芝,2500,前走4角通過順が1番手,頭数が9頭立て以上,前走条件が同クラス以上
18,ダート,1200,騎手が横山武史,前走着順が5着以内,前走条件が右回り
19,ダート,1200,父がイスラポニータ,負担重量が負担重量減量無し,前走条件がダート
20,ダート,1200,父がリアルスティール,前走着順が11着以内,馬齢が3歳以下
21,ダート,1200~1800,父がミッキーアイル,性別が牡馬・セン,前走4角通過順が7番手以内
22,ダート,1800,父がエスポワールシチー,前走着順が6着以内,前走の出走頭数が今回より多い
23,ダート,1800,父がリオンディーズ,馬齢が4歳以下,前走4角通過順が4番手以内
24,ダート,1800,父がクロフネ,馬番が1~9番,前走着順が10着以内
25,ダート,1800,父がルヴァンスレーズ,頭数が16頭立て,枠番が3~8枠
26,ダート,1800,騎手が横山和生,前走馬体重が470kg以上,間隔が中10週以内
27,ダート,1800~2400,父がシニスターミニスター,前走着順が9着以内,頭数が15頭以下
28,ダート,2400,父or母父がディープインパクト系,馬齢が4歳以下,馬番が1~15番
